,train_name,train_number,source,destination,distance,total_time,departure,arrival
2260,Chennai Beach Velachery EMU,41003,CHENNAI BEACH,Velachery,18,0 days 00:40:00,04:45:00,05:25:00
2261,Chennai Beach Velachery EMU,41005,CHENNAI BEACH,Velachery,18,0 days 00:40:00,05:15:00,05:55:00
2262,Chennai Beach Velachery EMU,41007,CHENNAI BEACH,Velachery,18,0 days 00:40:00,05:45:00,06:25:00
2263,Chennai Beach Velachery EMU,41009,CHENNAI BEACH,Velachery,18,0 days 00:45:00,06:00:00,06:45:00
2264,Chennai Beach Velachery EMU,41011,CHENNAI BEACH,Velachery,18,0 days 00:40:00,06:15:00,06:55:00
2265,Chennai Beach Velachery EMU,41013,CHENNAI BEACH,Velachery,18,0 days 00:40:00,06:25:00,07:05:00
2266,Chennai Beach Velachery EMU,41015,CHENNAI BEACH,Velachery,18,0 days 00:40:00,06:35:00,07:15:00
2267,Chennai Beach Velachery EMU,41017,CHENNAI BEACH,Velachery,18,0 days 00:40:00,06:55:00,07:35:00
2268,Chennai Beach Velachery EMU,41019,CHENNAI BEACH,Velachery,18,0 days 00:40:00,07:15:00,07:55:00
2269,Chennai Beach Velachery EMU,41023,CHENNAI BEACH,Velachery,18,0 days 00:40:00,07:45:00,08:25:00
2270,Chennai Beach Velachery EMU,41025,CHENNAI BEACH,Velachery,18,0 days 00:40:00,07:55:00,08:35:00
2271,Chennai Beach Velachery EMU,41027,CHENNAI BEACH,Velachery,18,0 days 00:40:00,08:05:00,08:45:00
2272,Chennai Beach Velachery EMU,41029,CHENNAI BEACH,Velachery,18,0 days 00:40:00,08:15:00,08:55:00
2273,Chennai Beach Velachery EMU,41031,CHENNAI BEACH,Velachery,18,0 days 00:40:00,08:25:00,09:05:00
2274,Chennai Beach Velachery EMU,41033,CHENNAI BEACH,Velachery,18,0 days 00:40:00,08:35:00,09:15:00
2275,Chennai Beach Velachery EMU,41035,CHENNAI BEACH,Velachery,18,0 days 00:40:00,08:45:00,09:25:00
2276,Chennai Beach Velachery EMU,41037,CHENNAI BEACH,Velachery,18,0 days 00:40:00,08:55:00,09:35:00
2277,Chennai Beach Velachery EMU,41039,CHENNAI BEACH,Velachery,18,0 days 00:40:00,09:00:00,09:40:00
2278,Chennai Beach Velachery EMU,41041,CHENNAI BEACH,Velachery,18,0 days 00:40:00,09:05:00,09:45:00
2279,Chennai Beach Velachery EMU,41043,CHENNAI BEACH,Velachery,18,0 days 00:40:00,09:15:00,09:55:00
2280,Chennai Beach Velachery EMU,41045,CHENNAI BEACH,Velachery,18,0 days 00:40:00,09:25:00,10:05:00
2281,Chennai Beach Velachery EMU,41047,CHENNAI BEACH,Velachery,18,0 days 00:40:00,09:35:00,10:15:00
2282,Chennai Beach Velachery EMU,41049,CHENNAI BEACH,Velachery,18,0 days 00:40:00,09:45:00,10:25:00
2283,Chennai Beach Velachery EMU,41051,CHENNAI BEACH,Velachery,18,0 days 00:50:00,09:50:00,10:40:00
2284,Chennai Beach Velachery EMU,41053,CHENNAI BEACH,Velachery,18,0 days 00:40:00,09:55:00,10:35:00
2285,Chennai Beach Velachery EMU,41055,CHENNAI BEACH,Velachery,18,0 days 00:40:00,10:05:00,10:45:00
2286,MORADABAD - KATHGODAM Pass,55303,MORADABAD,KATHGODAM,131,0 days 04:40:00,06:30:00,11:10:00
2287,MORADABAD - RAMNAGAR Fast Passenger,55305,MORADABAD,RAMNAGAR,77,0 days 01:50:00,04:20:00,06:10:00
2288,MORADABAD - RAMNAGAR PASSENGER,55307,MORADABAD,RAMNAGAR,76,0 days 02:10:00,10:25:00,12:35:00
2289,MORADABAD  - RAMNAGAR PASSENGER,55309,MORADABAD,RAMNAGAR,77,0 days 02:15:00,17:45:00,20:00:00
2290,MORADABAD  - RAMNAGAR PASSENGER,55321,MORADABAD,RAMNAGAR,77,0 days 02:25:00,07:10:00,09:35:00
2291,Chengulpet Chennai Beach Semi Fast EMU (12 Car),40516,CHENGALPATTU,CHENNAI BEACH,59,0 days 01:32:00,07:25:00,08:57:00
2292,Chengulpet Chennai Beach Semi Fast EMU (12 Car),40518,CHENGALPATTU,CHENNAI BEACH,59,0 days 01:35:00,07:40:00,09:15:00
2293,Chengulpet Chennai Beach Semi Fast EMU (12 Car),40520,CHENGALPATTU,CHENNAI BEACH,59,0 days 01:47:00,08:00:00,09:47:00
2294,Chennai Beach Chengulpet EMU,40521,CHENNAI BEACH,CHENGALPATTU,59,0 days 01:44:00,08:56:00,10:40:00
2295,Chengulpet Chennai Beach Semi Fast EMU (12 Car),40522,CHENGALPATTU,CHENNAI BEACH,59,0 days 01:30:00,08:25:00,09:55:00
2296,Chennai Beach Chengulpet EMU,40523,CHENNAI BEACH,CHENGALPATTU,59,0 days 01:48:00,09:37:00,11:25:00
2297,Chengulpet Chennai Beach EMU,40524,CHENGALPATTU,CHENNAI BEACH,59,0 days 01:48:00,08:35:00,10:23:00
2298,Chengulpet Chennai Beach Fast EMU,40526,CHENGALPATTU,CHENNAI BEACH,59,0 days 01:30:00,08:45:00,10:15:00
2299,Chennai Beach Chengulpet EMU,40601,CHENNAI BEACH,CHENGALPATTU,63,0 days 01:45:00,03:55:00,05:40:00
2300,Tirumalpur Chennai Beach Fast EMU,40704,TIRUMALPUR,CHENNAI BEACH,108,0 days 02:25:00,07:05:00,09:30:00
2301,Tirumalpur Chennai Beach Fast EMU,40706,TIRUMALPUR,CHENNAI BEACH,108,0 days 02:35:00,07:50:00,10:25:00
2302,Chennai Beach Velachery EMU,41059,CHENNAI BEACH,Velachery,19,0 days 00:40:00,10:35:00,11:15:00
2303,Chennai Beach Velachery EMU,41063,CHENNAI BEACH,Velachery,18,0 days 00:40:00,11:15:00,11:55:00
2304,Chennai Beach Velachery EMU,41067,CHENNAI BEACH,Velachery,18,0 days 00:40:00,11:55:00,12:35:00
2305,Chennai Beach Velachery EMU,41069,CHENNAI BEACH,Velachery,18,0 days 00:40:00,12:15:00,12:55:00
2306,Chennai Beach Velachery EMU,41071,CHENNAI BEACH,Velachery,18,0 days 00:40:00,12:35:00,13:15:00
2307,Chennai Beach Velachery EMU,41073,CHENNAI BEACH,Velachery,18,0 days 00:40:00,12:55:00,13:35:00
2308,Chennai Beach Velachery EMU,41075,CHENNAI BEACH,Velachery,18,0 days 00:40:00,13:15:00,13:55:00
2309,Chennai Beach Velachery EMU,41077,CHENNAI BEACH,Velachery,18,0 days 00:40:00,13:45:00,14:25:00
2310,Chennai Beach Velachery EMU,41079,CHENNAI BEACH,Velachery,18,0 days 00:40:00,14:15:00,14:55:00
2311,Chennai Beach Velachery EMU,41081,CHENNAI BEACH,Velachery,18,0 days 00:40:00,14:45:00,15:25:00
2312,Chennai Beach Velachery EMU,41083,CHENNAI BEACH,Velachery,18,0 days 00:40:00,15:15:00,15:55:00
2313,Chennai Beach Velachery EMU,41085,CHENNAI BEACH,Velachery,18,0 days 00:40:00,15:45:00,16:25:00
2314,Chennai Beach Velachery EMU,41087,CHENNAI BEACH,Velachery,18,0 days 00:40:00,16:05:00,16:45:00
2315,Chennai Beach Velachery EMU,41089,CHENNAI BEACH,Velachery,18,0 days 00:40:00,16:25:00,17:05:00
2316,Chennai Beach Velachery EMU,41091,CHENNAI BEACH,Velachery,18,0 days 00:40:00,16:40:00,17:20:00
2317,Chennai Beach Velachery EMU,41093,CHENNAI BEACH,Velachery,18,0 days 00:40:00,17:00:00,17:40:00
2318,Chennai Beach Velachery EMU,41095,CHENNAI BEACH,Velachery,18,0 days 00:40:00,17:15:00,17:55:00
2319,Chennai Beach Velachery EMU,41097,CHENNAI BEACH,Velachery,18,0 days 00:40:00,17:25:00,18:05:00
2320,Chennai Beach Velachery EMU,41099,CHENNAI BEACH,Velachery,18,0 days 00:40:00,17:35:00,18:15:00
2321,Chennai Beach Velachery EMU,41101,CHENNAI BEACH,Velachery,18,0 days 00:40:00,17:45:00,18:25:00
2322,Chennai Beach Velachery EMU,41103,CHENNAI BEACH,Velachery,18,0 days 00:40:00,17:55:00,18:35:00
2323,Chennai Beach Velachery EMU,41105,CHENNAI BEACH,Velachery,18,0 days 00:40:00,18:05:00,18:45:00
2324,Chennai Beach Velachery EMU,41107,CHENNAI BEACH,Velachery,18,0 days 00:40:00,18:15:00,18:55:00
2325,Chennai Beach Velachery EMU,41109,CHENNAI BEACH,Velachery,18,0 days 00:40:00,18:25:00,19:05:00
2326,Chennai Beach Velachery EMU,41111,CHENNAI BEACH,Velachery,18,0 days 00:40:00,18:35:00,19:15:00
2327,Chennai Beach Velachery EMU,41113,CHENNAI BEACH,Velachery,18,0 days 00:40:00,18:45:00,19:25:00
2328,Chennai Beach Velachery EMU,41115,CHENNAI BEACH,Velachery,18,0 days 00:40:00,18:55:00,19:35:00
2329,Chennai Beach Velachery EMU,41117,CHENNAI BEACH,Velachery,18,0 days 00:40:00,19:05:00,19:45:00
2330,Chennai Beach Velachery EMU,41119,CHENNAI BEACH,Velachery,18,0 days 00:40:00,19:15:00,19:55:00
2331,Chennai Beach Velachery EMU,41121,CHENNAI BEACH,Velachery,18,0 days 00:40:00,19:35:00,20:15:00
2332,Chennai Beach Velachery EMU,41123,CHENNAI BEACH,Velachery,18,0 days 00:40:00,19:55:00,20:35:00
2333,Spe-Mas Emu Local,42404,SULLURUPETA,CHENNAI CENTRAL,83,0 days 02:05:00,06:40:00,08:45:00
2334,Spe-Mas Emu Local,42406,SULLURUPETA,CHENNAI CENTRAL,83,0 days 02:10:00,09:45:00,11:55:00
2335,Sullurpetta Chennai Central EMU,42408,SULLURUPETA,CHENNAI CENTRAL,83,0 days 02:00:00,11:10:00,13:10:00
2336,GANDHIGRAM - SBI-BTD PASSENGER,52941,GANDHIGRAM,BOTAD JN,155,0 days 04:10:00,09:00:00,13:10:00
2337,Delhi Moradabad Passenger,54308,OLD DELHI,MORADABAD,175,0 days 05:45:00,01:45:00,07:30:00
2338,VLCY MSB LOCAL,41064,Velachery,CHENNAI BEACH,0,0 days 00:40:00,12:40:00,13:20:00
2339,Velachery Chennai Local,41066,Velachery,CHENNAI BEACH,0,0 days 00:40:00,13:00:00,13:40:00
2340,Velachery Chennai Beach Passenger,41112,Velachery,CHENNAI BEACH,0,0 days 00:40:00,19:00:00,19:40:00
2341,Chennai Beach Velachery EMU,41125,CHENNAI BEACH,Velachery,18,0 days 00:40:00,20:20:00,21:00:00
2342,Chennai Beach Velachery EMU,41127,CHENNAI BEACH,Velachery,18,0 days 00:40:00,20:45:00,21:25:00
2343,Chennai Beach Velachery EMU,41129,CHENNAI BEACH,Velachery,18,0 days 00:40:00,21:10:00,21:50:00
2344,Chennai Beach Velachery EMU,41131,CHENNAI BEACH,Velachery,18,0 days 00:40:00,21:35:00,22:15:00
2345,Chennai Beach Velachery EMU,41133,CHENNAI BEACH,Velachery,18,0 days 00:40:00,22:00:00,22:40:00
2346,Chennai Beach Velachery Sunday EMU,41505,CHENNAI BEACH,Velachery,18,0 days 00:40:00,06:40:00,07:20:00
2347,Chennai Beach Velachery Sunday EMU,41507,CHENNAI BEACH,Velachery,18,0 days 00:40:00,07:00:00,07:40:00
2348,Spe-Mas Emu Local,42412,SULLURUPETA,CHENNAI CENTRAL,83,0 days 02:00:00,13:30:00,15:30:00
2349,Spe-Mas Emu Local,42414,SULLURUPETA,CHENNAI CENTRAL,83,0 days 02:25:00,15:15:00,17:40:00
2350,Spe-Mas Emu Local,42416,SULLURUPETA,CHENNAI CENTRAL,83,0 days 02:10:00,18:15:00,20:25:00
2351,Sullurpeta Chennai EMU,42420,SULLURUPETA,CHENNAI CENTRAL,83,0 days 02:05:00,20:20:00,22:25:00
2352,Spe-Mas Emu Local,42422,SULLURUPETA,CHENNAI CENTRAL,83,0 days 02:05:00,21:40:00,23:45:00
2353,Sullupetta Gummidipoondi EMU,42452,SULLURUPETA,GUMMIDIPUNDI,35,0 days 00:45:00,22:50:00,23:35:00
2354,Spe-Msb Emu local,42802,SULLURUPETA,CHENNAI BEACH,83,0 days 02:20:00,07:25:00,09:45:00
2355,Chennai Central Tiruvallur EMU,43205,CHENNAI CENTRAL,TIRUVALLUR,42,0 days 01:15:00,05:55:00,07:10:00
2356,Tiruvallur Chennai Central Fast,43216,TIRUVALLUR,CHENNAI CENTRAL,41,0 days 01:00:00,08:20:00,09:20:00
2357,Tiruvallur Chennai Central Fast,43222,TIRUVALLUR,CHENNAI CENTRAL,41,0 days 00:50:00,09:25:00,10:15:00
2358,Chennai Central Arakkonam Fast,43401,CHENNAI CENTRAL,ARAKKONAM,68,0 days 01:25:00,05:30:00,06:55:00
2359,Arakkonam chennai Central Fast,43408,ARAKKONAM,CHENNAI CENTRAL,68,0 days 01:35:00,06:40:00,08:15:00
2360,Chennai tiruttani EMU,43501,CHENNAI CENTRAL,TIRUTTANI,82,0 days 02:15:00,04:00:00,06:15:00
2361,Tiruttani Chennai Central Local,43506,TIRUTTANI,CHENNAI CENTRAL,83,0 days 02:25:00,09:40:00,12:05:00
2362,Arakkonam Tiruttani EMU,43551,ARAKKONAM,TIRUTTANI,14,0 days 00:30:00,04:20:00,04:50:00
2363,Tiruttani Arakkonam EMU,43552,TIRUTTANI,ARAKKONAM,14,0 days 00:20:00,04:55:00,05:15:00
2364,Arakkonam Tiruttani EMU,43553,ARAKKONAM,TIRUTTANI,14,0 days 00:20:00,05:10:00,05:30:00
2365,Tiruttani Arakkonam EMU,43554,TIRUTTANI,ARAKKONAM,14,0 days 00:20:00,21:00:00,21:20:00
2366,Chennai Beach Arakkonam EMU,43801,CHENNAI BEACH,ARAKKONAM,70,0 days 02:00:00,01:20:00,03:20:00
2367,Chennai Beach Arakkonam EMU,43803,CHENNAI BEACH,ARAKKONAM,69,0 days 02:00:00,04:30:00,06:30:00
2368,Arakkonam chennai Beach Fast,43806,ARAKKONAM,CHENNAI BEACH,69,0 days 01:30:00,07:50:00,09:20:00
2369,Chennai Beach Tiruttani Fast,43823,CHENNAI BEACH,TIRUTTANI,83,0 days 02:05:00,18:20:00,20:25:00
2370,Ponneri Tiruvallur EMU,43851,PONNERI,TIRUVALLUR,71,0 days 01:55:00,15:40:00,17:35:00
2371,Pattabiram East Avadi EMU,43892,Pattabiram East,AVADI,10,0 days 00:20:00,23:35:00,23:55:00
2372,Tiruvallur Kadambattur EMU,43921,TIRUVALLUR,KADAMBATTUR,6,0 days 00:10:00,05:50:00,06:00:00
2373,Hyderabad Lingampalli MMTS,47101,HYDERABAD DECCAN,LINGAMPALLI,25,0 days 00:40:00,06:00:00,06:40:00
2374,Hyderabad Lingampalli MMTS,47102,HYDERABAD DECCAN,LINGAMPALLI,25,0 days 00:40:00,06:40:00,07:20:00
2375,Hyderabad Lingampalli MMTS,47103,HYDERABAD DECCAN,LINGAMPALLI,25,0 days 00:40:00,07:20:00,08:00:00
2376,Hyderabad Lingampalli MMTS,47104,HYDERABAD DECCAN,LINGAMPALLI,25,0 days 00:40:00,07:50:00,08:30:00
2377,Hyderabad Lingampalli MMTS,47105,HYDERABAD DECCAN,LINGAMPALLI,25,0 days 00:40:00,08:20:00,09:00:00
2378,Hyderabad Lingampalli MMTS,47106,HYDERABAD DECCAN,LINGAMPALLI,25,0 days 00:40:00,09:00:00,09:40:00
2379,Hyderabad Lingampalli MMTS,47107,HYDERABAD DECCAN,LINGAMPALLI,25,0 days 00:40:00,09:35:00,10:15:00
2380,Hyderabad Lingampalli MMTS,47108,HYDERABAD DECCAN,LINGAMPALLI,25,0 days 00:40:00,10:10:00,10:50:00
2381,Hyderabad Lingampalli MMTS,47109,HYDERABAD DECCAN,LINGAMPALLI,24,0 days 00:40:00,10:50:00,11:30:00
2382,Hyderabad Lingampalli MMTS,47110,HYDERABAD DECCAN,LINGAMPALLI,24,0 days 00:40:00,11:25:00,12:05:00
2383,Hyderabad Lingampalli MMTS,47111,HYDERABAD DECCAN,LINGAMPALLI,25,0 days 00:45:00,11:55:00,12:40:00
2384,Hyderabad Lingampalli MMTS,47112,HYDERABAD DECCAN,LINGAMPALLI,25,0 days 00:40:00,13:05:00,13:45:00
2385,Chandausi Moradabad Passenger,54313,CHANDAUSI JN,MORADABAD,44,0 days 01:35:00,17:55:00,19:30:00
2386,Mumbai Rajdhani Express,12952,NEW DELHI,Mumbai Central,1384,0 days 16:05:00,16:30:00,08:35:00
2387,New Delhi-Puducherry SF Exp,22404,NEW DELHI,Puducherry,2384,1 days 18:55:00,23:50:00,18:45:00
2388,Hyderabad Lingampalli MMTS,47113,HYDERABAD DECCAN,LINGAMPALLI,25,0 days 00:40:00,14:30:00,15:10:00
2389,Hyderabad Lingampalli MMTS,47114,HYDERABAD DECCAN,LINGAMPALLI,25,0 days 00:40:00,15:10:00,15:50:00
2390,Hyderabad Lingampalli MMTS,47116,HYDERABAD DECCAN,LINGAMPALLI,25,0 days 00:40:00,16:00:00,16:40:00
2391,Hyderabad Lingampalli MMTS,47117,HYDERABAD DECCAN,LINGAMPALLI,25,0 days 00:50:00,16:50:00,17:40:00
2392,Hyderabad Lingampalli MMTS,47118,HYDERABAD DECCAN,LINGAMPALLI,25,0 days 00:45:00,17:35:00,18:20:00
2393,Hyderabad Lingampalli MMTS,47119,HYDERABAD DECCAN,LINGAMPALLI,25,0 days 00:40:00,18:05:00,18:45:00
2394,Hyderabad Lingampalli MMTS,47120,HYDERABAD DECCAN,LINGAMPALLI,25,0 days 00:40:00,19:00:00,19:40:00
2395,Hyderabad Lingampalli MMTS,47121,HYDERABAD DECCAN,LINGAMPALLI,25,0 days 00:45:00,19:30:00,20:15:00
2396,Hyderabad Lingampalli MMTS,47122,HYDERABAD DECCAN,LINGAMPALLI,25,0 days 00:40:00,20:00:00,20:40:00
2397,Lingampalli Hyderabad MMTS,47127,LINGAMPALLI,HYDERABAD DECCAN,25,0 days 00:40:00,06:00:00,06:40:00
2398,Lingampalli Hyderabad MMTS,47128,LINGAMPALLI,HYDERABAD DECCAN,25,0 days 00:40:00,07:00:00,07:40:00
2399,Lingampalli Hyderabad MMTS,47129,LINGAMPALLI,HYDERABAD DECCAN,25,0 days 00:40:00,07:30:00,08:10:00
2400,Lingampalli Hyderabad MMTS,47130,LINGAMPALLI,HYDERABAD DECCAN,25,0 days 00:40:00,08:10:00,08:50:00
2401,Lingampalli Hyderabad MMTS,47132,LINGAMPALLI,HYDERABAD DECCAN,25,0 days 00:45:00,09:10:00,09:55:00
2402,Lingampalli Hyderabad MMTS,47133,LINGAMPALLI,HYDERABAD DECCAN,25,0 days 00:40:00,09:55:00,10:35:00
2403,Lingampalli Hyderabad MMTS,47134,LINGAMPALLI,HYDERABAD DECCAN,24,0 days 00:40:00,10:25:00,11:05:00
2404,Lingampalli Hyderabad MMTS,47135,LINGAMPALLI,HYDERABAD DECCAN,24,0 days 00:40:00,11:00:00,11:40:00
2405,Lingampalli Hyderabad MMTS,47136,LINGAMPALLI,HYDERABAD DECCAN,24,0 days 00:40:00,11:40:00,12:20:00
2406,Lingampalli Hyderabad MMTS,47137,LINGAMPALLI,HYDERABAD DECCAN,25,0 days 00:40:00,12:15:00,12:55:00
2407,Lingampalli Hyderabad MMTS,47138,LINGAMPALLI,HYDERABAD DECCAN,25,0 days 00:40:00,12:50:00,13:30:00
2408,Lingampalli Hyderabad MMTS,47139,LINGAMPALLI,HYDERABAD DECCAN,25,0 days 00:40:00,15:05:00,15:45:00
2409,Lingampalli Hyderabad MMTS,47140,LINGAMPALLI,HYDERABAD DECCAN,25,0 days 00:40:00,16:00:00,16:40:00
2410,Lingampalli Hyderabad MMTS,47141,LINGAMPALLI,HYDERABAD DECCAN,25,0 days 00:40:00,16:50:00,17:30:00
2411,Lingampalli Hyderabad MMTS,47142,LINGAMPALLI,HYDERABAD DECCAN,25,0 days 00:40:00,18:10:00,18:50:00
2412,Falaknuma Lingampalli MMTS,47149,KACHEGUDA FALAKNUMA,LINGAMPALLI,37,0 days 01:10:00,05:00:00,06:10:00
2413,Falaknuma Lingampalli MMTS,47150,KACHEGUDA FALAKNUMA,LINGAMPALLI,37,0 days 01:15:00,05:40:00,06:55:00
2414,Falaknuma Lingampalli MMTS,47151,KACHEGUDA FALAKNUMA,LINGAMPALLI,37,0 days 01:15:00,06:25:00,07:40:00
2415,MATRABHOOMI LADIES SPL MMTS,47152,KACHEGUDA FALAKNUMA,LINGAMPALLI,37,0 days 01:25:00,07:25:00,08:50:00
2416,Falaknuma Lingampalli MMTS,47153,KACHEGUDA FALAKNUMA,LINGAMPALLI,37,0 days 01:10:00,07:10:00,08:20:00
2417,Falaknuma Lingampalli MMTS,47154,KACHEGUDA FALAKNUMA,LINGAMPALLI,37,0 days 01:20:00,07:55:00,09:15:00
2418,Falaknuma Lingampalli MMTS,47155,KACHEGUDA FALAKNUMA,LINGAMPALLI,37,0 days 01:15:00,09:10:00,10:25:00
2419,Falaknuma Lingampalli MMTS*,47156,KACHEGUDA FALAKNUMA,LINGAMPALLI,37,0 days 01:15:00,10:35:00,11:50:00
2420,Falaknuma Lingampalli MMTS,47157,KACHEGUDA FALAKNUMA,LINGAMPALLI,37,0 days 01:20:00,10:55:00,12:15:00
2421,Falaknuma Lingampalli MMTS,47158,KACHEGUDA FALAKNUMA,LINGAMPALLI,37,0 days 01:10:00,12:05:00,13:15:00
2422,Lingampalli Falaknuma MMTS,47159,LINGAMPALLI,KACHEGUDA FALAKNUMA,37,0 days 01:15:00,21:00:00,22:15:00
2423,Falaknuma Lingampalli MMTS,47160,KACHEGUDA FALAKNUMA,LINGAMPALLI,37,0 days 01:15:00,13:25:00,14:40:00
2424,Falaknuma Lingampalli MMTS,47161,KACHEGUDA FALAKNUMA,LINGAMPALLI,37,0 days 01:15:00,14:50:00,16:05:00
2425,Falaknuma Lingampalli MMTS,47162,KACHEGUDA FALAKNUMA,LINGAMPALLI,37,0 days 01:25:00,16:25:00,17:50:00
2426,Falaknuma Lingampalli MMTS,47163,KACHEGUDA FALAKNUMA,LINGAMPALLI,37,0 days 01:15:00,17:00:00,18:15:00
2427,Falaknuma Lingampalli MMTS,47164,KACHEGUDA FALAKNUMA,LINGAMPALLI,37,0 days 01:25:00,17:40:00,19:05:00
2428,Falaknuma Lingampalli MMTS,47165,KACHEGUDA FALAKNUMA,LINGAMPALLI,37,0 days 01:15:00,10:00:00,11:15:00
2429,Falaknuma Lingampalli MMTS,47166,KACHEGUDA FALAKNUMA,LINGAMPALLI,37,0 days 01:15:00,18:50:00,20:05:00
2430,Secunderabad Lingampalli MMTS,47168,KACHEGUDA FALAKNUMA,SECUNDERABAD JN,14,0 days 00:30:00,22:45:00,23:15:00
2431,Falaknuma Lingampalli MMTS,47170,KACHEGUDA FALAKNUMA,LINGAMPALLI,37,0 days 01:15:00,21:30:00,22:45:00
2432,Lingampalli Falaknuma MMTS,47171,LINGAMPALLI,KACHEGUDA FALAKNUMA,37,0 days 01:15:00,04:50:00,06:05:00
2433,Hyderabad Lingampalli MMTS,47124,HYDERABAD DECCAN,LINGAMPALLI,25,0 days 00:40:00,21:20:00,22:00:00
2434,Hyderabad Lingampalli MMTS,47125,HYDERABAD DECCAN,LINGAMPALLI,25,0 days 00:40:00,21:50:00,22:30:00
2435,Lingampalli Hyderabad MMTS,47143,LINGAMPALLI,HYDERABAD DECCAN,25,0 days 00:55:00,18:25:00,19:20:00
2436,Lingampalli Hyderabad MMTS,47144,LINGAMPALLI,HYDERABAD DECCAN,25,0 days 00:40:00,18:55:00,19:35:00
2437,Lingampalli Hyderabad MMTS,47145,LINGAMPALLI,HYDERABAD DECCAN,25,0 days 00:40:00,19:50:00,20:30:00
2438,Lingampalli Hyderabad MMTS,47146,LINGAMPALLI,HYDERABAD DECCAN,25,0 days 00:40:00,20:50:00,21:30:00
2439,Lingampalli Hyderabad MMTS,47147,LINGAMPALLI,HYDERABAD DECCAN,25,0 days 00:40:00,21:40:00,22:20:00
2440,Lingampalli Hyderabad MMTS,47148,LINGAMPALLI,HYDERABAD DECCAN,25,0 days 00:40:00,22:10:00,22:50:00
2441,Lingampalli Falaknuma MMTS,47174,LINGAMPALLI,KACHEGUDA FALAKNUMA,37,0 days 01:20:00,07:10:00,08:30:00
2442,Lingampalli Falaknuma MMTS,47175,LINGAMPALLI,KACHEGUDA FALAKNUMA,37,0 days 01:15:00,07:45:00,09:00:00
2443,Lingampalli Falaknuma MMTS,47176,LINGAMPALLI,KACHEGUDA FALAKNUMA,37,0 days 01:15:00,08:30:00,09:45:00
2444,Lingampalli Falaknuma MMTS,47177,LINGAMPALLI,KACHEGUDA FALAKNUMA,37,0 days 01:25:00,09:00:00,10:25:00
2445,Lingampalli Falaknuma MMTS,47178,LINGAMPALLI,KACHEGUDA FALAKNUMA,37,0 days 01:15:00,09:25:00,10:40:00
2446,Lingampalli Falaknuma MMTS,47179,LINGAMPALLI,KACHEGUDA FALAKNUMA,40,0 days 01:20:00,10:40:00,12:00:00
2447,Lingampalli Falaknuma MMTS,47180,LINGAMPALLI,KACHEGUDA FALAKNUMA,37,0 days 01:15:00,12:00:00,13:15:00
2448,Lingampalli Falaknuma MMTS,47181,LINGAMPALLI,KACHEGUDA FALAKNUMA,37,0 days 01:15:00,12:40:00,13:55:00
2449,Lingampalli Falaknuma MMTS,47182,LINGAMPALLI,KACHEGUDA FALAKNUMA,37,0 days 01:15:00,13:20:00,14:35:00
2450,Lingampalli Falaknuma MMTS,47183,LINGAMPALLI,KACHEGUDA FALAKNUMA,37,0 days 01:15:00,14:30:00,15:45:00
2451,Lingampalli Falaknuma MMTS,47184,LINGAMPALLI,KACHEGUDA FALAKNUMA,37,0 days 01:10:00,14:55:00,16:05:00
2452,Lingampalli Falaknuma MMTS,47185,LINGAMPALLI,KACHEGUDA FALAKNUMA,37,0 days 01:20:00,15:20:00,16:40:00
2453,Lingampalli Falaknuma MMTS,47187,LINGAMPALLI,KACHEGUDA FALAKNUMA,37,0 days 01:20:00,17:10:00,18:30:00
2454,Lingampalli Falaknuma Matrabhoomi Ladies MMTS,47188,LINGAMPALLI,KACHEGUDA FALAKNUMA,37,0 days 01:15:00,17:55:00,19:10:00
2455,Lingampalli Falaknuma MMTS,47189,LINGAMPALLI,KACHEGUDA FALAKNUMA,37,0 days 01:10:00,11:25:00,12:35:00
2456,Lingampalli-Falaknuma Matrubhoomi Ladies Spl MMTS,47190,LINGAMPALLI,KACHEGUDA FALAKNUMA,37,0 days 01:15:00,18:40:00,19:55:00
2457,Lingampalli Falaknuma MMTS,47191,LINGAMPALLI,KACHEGUDA FALAKNUMA,37,0 days 01:20:00,19:15:00,20:35:00
2458,Lingampalli Falaknuma MMTS,47192,LINGAMPALLI,KACHEGUDA FALAKNUMA,37,0 days 01:10:00,20:10:00,21:20:00
2459,Lingampalli Secunderabad MMTS,47195,LINGAMPALLI,SECUNDERABAD JN,23,0 days 00:45:00,22:30:00,23:15:00
2460,Secunderabad Hyderabad MMTS,47196,SECUNDERABAD JN,HYDERABAD DECCAN,8,0 days 00:25:00,05:10:00,05:35:00
2461,Falaknuma Hyderabad MMTS,47197,KACHEGUDA FALAKNUMA,HYDERABAD DECCAN,22,0 days 01:00:00,08:45:00,09:45:00
2462,Falaknuma Secunderabad MMTS,47198,KACHEGUDA FALAKNUMA,LINGAMPALLI,37,0 days 01:20:00,11:10:00,12:30:00
2463,Falaknuma Hyderabad MMTS,47199,KACHEGUDA FALAKNUMA,HYDERABAD DECCAN,22,0 days 01:05:00,13:40:00,14:45:00
2464,Falaknuma Hyderabad MMTS,47200,KACHEGUDA FALAKNUMA,HYDERABAD DECCAN,22,0 days 01:15:00,14:15:00,15:30:00
2465,Falaknuma Hyderabad MMTS,47201,KACHEGUDA FALAKNUMA,HYDERABAD DECCAN,22,0 days 01:05:00,16:00:00,17:05:00
